Taxa_code,Size_1,Size_2,Size_3,Size_4,Size_5,Size_6,Size_7,Lifecycle_1,Lifecycle_2,Fecundity_1,Fecundity_2,Fecundity_3,Lifestages_1,Lifestages_2,Lifestages_3,Lifestages_4,Reproduction_1,Reproduction_2,Reproduction_3,Reproduction_4,Reproduction_5,Reproduction_6,Reproduction_7,Reproduction_8,Dispersal_1,Dispersal_2,Dispersal_3,Dispersal_4,Resistance_1,Resistance_2,Resistance_3,Resistance_4,Resistance_5,Respiration_1,Respiration_2,Respiration_3,Respiration_4,Respiration_5,Movement_1,Movement_2,Movement_3,Movement_4,Movement_5,Movement_6,Movement_7,Movement_8,Food_1,Food_2,Food_3,Food_4,Food_5,Food_6,Food_7,Food_8,Food_9,Feeding_1,Feeding_2,Feeding_3,Feeding_4,Feeding_5,Feeding_6,Feeding_7,Feeding_8,Transversal_1,Transversal_2,Transversal_3,Transversal_4,Transversal_5,Transversal_6,Transversal_7,Longitudinal_1,Longitudinal_2,Longitudinal_3,Longitudinal_4,Longitudinal_5,Longitudinal_6,Longitudinal_7,Longitudinal_8,Elevation_1,Elevation_2,Elevation_3,Substrate_1,Substrate_2,Substrate_3,Substrate_4,Substrate_5,Substrate_6,Substrate_7,Substrate_8,Substrate_9,Current_1,Current_2,Current_3,Current_4,Trophic_1,Trophic_2,Trophic_3,Salinity_1,Salinity_2,Temperature_1,Temperature_2,Temperature_3,Saprobity_1,Saprobity_2,Saprobity_3,Saprobity_4,Saprobity_5,pH_1,pH_2,pH_3,pH_4,pH_5,pH_6
Rhyacophilidae,0,0,0,2,2,0,0,1,1,1,1,0,3,3,3,0,0,0,3,0,0,0,0,0,2,1,1,2,0,0,0,0,3,2,2,0,0,0,0,0,2,3,0,0,1,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,0,1,3,2,2,0,0,0,0,2,2,2,5,0,0,0,0,0,2,0,0,0,1,3,2,3,0,0,3,0,1,0,3,1,3,2,0,0,0,0,0,0,0,0
Limnephilidae,0,0,0,3,0,0,0,3,0,0,3,0,3,3,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,3,1,0,0,3,4,1,0,0,0,1,2,0,0,0,0,0,0,2,0,0,2,0,1,2,1,0,0,1,1,3,0,0,0,3,0,1,2,1,0,0,0,2,1,1,2
Limnephilidae,0,0,0,3,1,0,0,3,1,1,3,0,1,3,3,0,0,0,0,1,0,0,3,0,1,1,0,3,0,0,0,3,0,2,2,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,1,2,3,0,0,3,2,2,0,0,0,5,3,0,0,0,0,0,0,3,0,0,5,0,2,3,0,0,2,3,1,3,0,0,0,3,0,1,2,2,0,0,0,1,3,3,3
Limnephilidae,0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,3,2,2,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,1,1,1,0,1,0,0,2,2,0,0,0,1,2,2,0,0,0,0,0,0,3,0,0,0,0,2,3,0,0,1,0,0,3,0,0,0,1,1,3,3,0,0,0,0,1,3,3,3
Limnephilidae,0,0,0,2,3,0,0,3,0,0,3,0,3,3,3,0,0,0,0,3,0,0,0,0,3,2,0,3,0,0,0,3,1,2,3,0,0,0,0,0,0,5,0,0,0,0,0,1,3,3,3,0,0,1,0,0,1,3,2,0,0,1,0,0,2,3,0,1,3,0,1,3,5,3,2,1,0,4,3,0,0,3,0,2,0,5,0,0,1,0,1,3,2,0,2,3,1,3,1,0,0,3,0,1,3,1,0,0,0,1,1,2,3
Limnephilidae,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,2,2,2,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,3,0,0,0,0,0,1,1,2,4,1,0,0,0,1,1,1,1,1,0,4,2,0,0,0,0,0,0,3,0,0,4,0,3,2,0,0,1,0,0,3,0,0,0,0,1,3,3,0,0,0,0,1,3,3,3
Limnephilidae,0,0,0,3,2,0,0,3,0,0,3,0,3,3,3,0,0,0,0,3,0,0,1,0,0,1,0,2,2,0,0,0,2,2,2,0,0,0,0,0,0,5,0,0,0,0,0,1,5,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,3,3,2,1,2,0,2,1,1,1,1,1,0,3,3,2,1,1,1,2,0,2,1,3,3,1,3,3,1,0,0,1,1,3,1,0,0,2,2,2,3,1,0,1,1,2,3,3,3
Limnephilidae,0,0,0,0,3,0,0,3,0,0,3,0,3,3,3,0,0,0,0,3,0,0,0,0,1,2,0,3,0,0,0,1,3,3,2,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,3,0,1,2,0,0,0,3,0,0,0,0,0,2,2,2,1,0,2,0,2,3,5,3,2,1,1,1,3,2,1,4,1,1,1,1,1,0,4,1,1,3,2,2,2,1,0,3,1,1,0,3,1,3,3,0,0,0,0,2,3,3,3
Limnephilidae,0,0,0,3,2,0,0,1,0,0,3,0,3,3,3,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,3,3,2,0,0,0,0,0,0,5,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,4,3,2,2,1,1,0,1,2,3,2,4,2,0,0,0,0,0,3,2,3,3,2,2,0,0,0,3,0,3,0,0,2,3,1,0,0,0,0,0,0,1,3
Limnephilidae,0,0,1,3,0,0,0,3,1,1,3,0,3,3,3,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,4,3,0,0,0,0,0,0,2,1,0,1,2,2,0,3,0,0,2,0,1,3,2,2,3,0,0,3,0,1,0,0,3,2,0,0,0,0,0,0,0,1,3
Limnephilidae,0,0,0,3,2,0,0,1,0,0,3,0,3,3,3,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,2,2,2,2,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,2,1,0,1,2,2,1,0,0,0,3,3,1,0,2,2,0,0,2,0,0,0,0,1,3,2,2,0,0,0,3,0,0,0,0,1,3,3,0,0,0,0,1,3,3,3
Limnephilidae,0,0,0,1,3,0,0,3,0,0,3,0,3,3,3,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,3,3,2,0,0,0,0,0,0,5,0,0,0,0,0,0,3,2,1,0,0,2,0,0,0,3,1,0,0,1,0,2,1,0,0,0,0,0,1,3,4,1,1,1,0,0,2,3,1,3,2,0,0,0,0,0,3,1,0,3,2,2,2,1,0,3,0,1,0,2,2,3,2,1,0,0,0,1,3,3,3
Limnephilidae,0,0,0,3,1,0,0,1,0,0,3,0,3,3,3,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,3,3,2,0,0,0,0,0,0,5,0,0,0,0,0,1,2,0,3,0,0,1,0,0,1,3,0,0,0,1,0,0,2,0,0,0,0,0,0,1,4,1,0,0,0,0,2,0,0,1,0,2,0,3,0,3,2,0,0,3,0,0,0,0,0,3,0,0,0,0,1,3,2,0,0,0,0,1,3,3,3
Limnephilidae,0,0,0,3,2,0,0,3,0,0,3,0,3,3,3,0,0,0,0,3,0,0,0,0,0,1,0,3,0,0,0,2,1,2,2,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,4,1,0,1,0,0,0,3,0,0,0,0,0,3,3,1,0,0,1,0,1,3,3,1,1,0,0,1,3,3,1,3,2,2,0,0,0,1,1,0,0,2,3,3,1,1,0,3,0,1,0,1,3,3,2,0,0,1,1,1,3,3,3
Limnephilidae,0,0,0,3,0,0,0,3,1,1,3,0,3,3,3,0,0,0,0,3,0,0,1,0,3,2,0,2,0,0,0,0,1,3,2,0,0,0,0,0,0,5,0,0,0,0,1,0,1,3,2,0,0,2,0,0,0,2,3,0,0,0,0,2,3,0,1,1,1,0,3,5,2,1,0,0,0,1,2,2,2,4,1,0,0,2,0,0,2,1,0,1,2,3,3,0,0,3,0,2,0,1,2,3,1,0,0,0,0,1,1,2,3
Limnephilidae,0,0,1,3,0,0,0,1,0,0,0,0,3,3,3,0,0,0,0,3,0,0,1,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,3,2,2,0,0,0,0,1,3,1,3,2,2,0,0,0,0,0,0,0,0,1,3,2,0,0,3,0,2,0,1,2,3,0,0,0,0,0,1,3,3,3
Limnephilidae,0,0,0,3,0,0,0,1,0,0,3,0,3,3,3,0,0,0,0,3,0,0,1,0,0,2,0,2,0,0,0,0,0,3,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,1,0,3,5,2,1,1,0,0,0,3,2,0,3,2,0,0,0,2,0,0,0,0,1,2,2,2,0,0,3,0,2,0,1,2,3,2,0,0,0,0,1,3,3,3
Limnephilidae,0,0,3,0,0,0,0,1,0,0,0,0,3,3,3,0,0,0,0,3,0,0,1,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,3,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
Limnephilidae,0,0,3,1,0,0,0,1,0,0,3,0,3,3,3,0,0,0,0,3,0,0,1,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,3,0,0,2,3,1,1,0,0,0,2,3,1,3,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,3,0,2,0,1,1,3,2,1,0,0,0,1,3,3,3
Tipulidae,0,0,0,0,3,2,0,2,3,1,3,1,2,2,2,0,0,3,0,0,0,0,1,0,0,1,0,1,0,2,0,0,2,2,1,0,3,0,0,0,0,1,4,0,0,0,0,2,4,2,2,0,1,2,0,0,2,3,0,0,0,2,0,0,4,3,2,3,2,0,1,2,1,1,1,1,1,3,2,2,0,2,2,1,1,4,0,2,4,2,3,2,1,0,3,2,1,3,2,1,0,3,2,3,3,1,0,2,2,2,3,3,2
Chironomidae,0,1,3,2,0,0,0,3,0,0,3,0,0,3,3,0,0,0,0,1,3,0,0,0,2,1,1,1,0,0,0,0,3,3,1,0,0,0,0,0,3,2,1,1,0,0,0,0,1,1,0,1,3,5,0,0,0,0,0,0,0,3,0,0,3,0,0,1,2,0,2,2,2,2,2,2,0,3,1,2,2,2,1,3,2,3,0,1,1,4,0,1,2,2,1,2,3,3,0,2,0,3,1,3,3,2,0,2,3,3,3,3,3
Chironomidae,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,1,3,0,0,0,2,1,1,1,0,0,0,0,3,3,1,0,0,0,0,0,1,2,3,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,2,0,0,3,0,0,2,0,0,0,1,0,3,3,1,1,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,3,0,3,0,0,2,3,1,0,0,0,0,0,0,0,0
Chironomidae,0,1,3,1,0,0,0,3,0,0,1,3,1,2,3,0,0,0,0,2,1,0,2,0,2,1,1,1,0,0,0,0,3,3,1,0,0,0,0,0,1,3,1,2,1,0,0,2,0,4,1,0,1,0,0,0,1,0,3,1,0,0,1,0,2,2,1,1,2,0,2,2,2,2,2,2,1,3,3,2,2,5,3,2,1,4,2,0,2,1,2,3,2,2,2,2,1,3,1,3,0,3,2,3,3,1,0,2,3,3,3,3,3
Chironomidae,0,0,1,3,2,0,0,3,0,0,1,3,0,3,3,0,1,0,0,1,3,0,0,0,2,1,3,1,0,0,0,1,3,3,1,0,0,0,0,0,1,3,2,1,2,0,0,5,0,2,2,0,1,1,0,0,3,2,1,2,0,1,1,1,4,4,2,3,4,0,1,1,1,1,3,3,1,3,3,0,0,4,2,3,2,5,0,3,1,4,3,1,0,0,0,2,3,3,2,1,2,3,0,1,3,3,3,2,2,2,3,3,3
Chironomidae,0,2,3,0,0,0,0,3,0,0,3,3,0,3,3,0,1,0,0,1,3,0,0,0,1,1,3,1,0,0,0,1,3,3,1,0,0,0,0,0,2,3,0,1,2,0,1,4,1,2,0,0,0,0,0,0,3,2,2,1,0,0,0,0,3,1,1,2,2,0,1,2,2,2,1,0,1,3,3,2,1,3,1,2,1,4,0,2,2,2,2,2,2,1,2,3,1,3,2,1,2,3,1,3,2,1,0,1,1,3,3,3,3
Simuliidae,0,0,1,0,0,0,0,3,0,0,2,3,2,3,3,0,0,1,0,3,1,0,1,0,2,1,3,1,1,0,0,1,0,3,1,0,0,0,0,0,0,2,0,1,4,0,0,2,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,5,3,0,0,0,0,0,1,2,2,2,0,0,0,0,1,3,2,4,0,0,0,4,0,0,1,0,0,0,2,3,3,0,0,3,0,3,2,3,1,3,3,0,0,0,0,1,3,2,2
Simuliidae,0,2,3,0,0,0,0,3,1,0,2,3,2,3,3,0,0,1,0,3,1,0,1,0,2,2,3,1,1,0,0,1,0,3,1,0,3,0,0,0,0,2,0,1,4,0,0,3,0,1,0,0,1,0,0,0,0,0,1,3,0,0,0,5,2,1,0,2,0,0,1,2,2,2,1,1,0,1,1,2,1,4,1,0,0,5,0,2,1,0,0,1,2,2,1,3,1,3,0,2,2,3,1,2,3,1,0,1,1,2,2,2,3
Caloptyerigidae,0,0,0,1,3,1,0,2,2,1,3,0,3,3,0,0,0,0,0,0,0,3,0,0,2,1,0,2,0,0,0,2,2,1,3,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,1,3,1,2,0,3,0,1,1,3,3,3,3,0,2,3,2,0,2,3,1,1,4,0,4,4,1,1,2,2,1,2,3,1,3,0,0,0,3,0,1,3,2,0,0,0,0,3,3,3
Acari,3,1,1,0,0,0,0,1,0,0,1,3,1,2,2,2,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,3,2,0,0,3,0,0,0,1,2,0,0,0,0,0,2,0,1,2,1,2,3,1,0,1,2,0,0,3,2,2,2,2,3,3,2,1,1,1,1,1,1,1,1,1,3,3,1,1,3,1,1,0,5,1,1,4,1,1,1,1,0,1,1,1,2,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
